,dialog_act,utterance_content
2744,inform,looking for romanian food in the center of town
20269,inform,korean type food
6174,inform,italian
2012,request,whats the address
14306,request,price range
17099,inform,eritrean
7858,inform,im looking for a restaurant in the center of town that serves african food
7529,request,may i have the phone number please
5723,request,what is the phone number
15769,inform,dont care
6969,inform,moderate
168,inform,caribbean food
1462,inform,uh cheap restaurant serving scandinavian food
21636,thankyou,thank you goodbye
6436,request,price range
18004,request,address and phone number
1282,inform,thai
13726,thankyou,thank you goodbye
17815,negate,no
15129,affirm,uh yes i want to find a restaurant in the north part of town that serves
2469,thankyou,thank you good bye
19044,inform,russian
16034,inform,expensive
12147,inform,the south part of town
3074,request,what part of town is chiquito mexican restaurant in
10293,thankyou,thank you good bye
15270,inform,im looking for a cheap restaurant in the west part of town
24462,negate,no
12208,inform,chinese food
24687,reqalts,is there anything else
18117,inform,malaysian food
11056,inform,moderate
18297,inform,doesnt matter
22322,thankyou,thank you good bye
23071,request,the phone number
4870,request,and the phone number
16332,affirm,right
8405,request,what is the price range
21846,inform,south
9070,request,phone number
16475,inform,im looking for a moderately priced restaurant in the south part of town
18103,affirm,yes
8942,inform,id like an expensive restaurant
17563,inform,north
15355,inform,i dont care
23397,inform,south part of town
3823,reqalts,is there anything else
25387,thankyou,thank you good bye
21980,inform,im looking for a restaurant that serves thai food and i dont care about the price
2992,request,and the price range
21516,request,whats the phone number
17956,inform,is there one that serves asian oriental food
8478,deny,wrong
20204,request,the address
758,inform,expensive
16309,request,post code
20975,inform,im looking for a restaurant that serves tuscan food
8010,request,okay could you give me the address
6298,inform,i would like to find an expensive restaurant in the south part
2238,reqalts,okay what about a a modern european
19963,request,can i get the phone number
5025,inform,can i have a mexican restaurant
14711,inform,looking for a cheap restaurant serving portuguese food
11830,inform,cheap
7898,request,what kind of food do they serve
22951,request,what is the address
19763,inform,dont care
16174,inform,find spanish restaurant
10670,bye,okay thank you and good bye
3677,reqalts,anything else
16765,inform,halo food
10268,inform,i dont care
12212,inform,north part of town serving canapes food
22150,reqalts,how about korean food
22437,request,whats their address
10949,inform,um i dont know
2065,thankyou,thank you good bye
19855,thankyou,thank you good bye
15512,affirm,correct
10912,inform,i dont care
17311,inform,cheap
406,inform,east
14424,request,what are the address
6403,confirm,is there a jamaican restaurant
17221,request,what kind of food does it serve
20924,request,whats the post code
16604,inform,italian food
14572,request,what type of food is that
19606,request,post code
18564,thankyou,thank you
9200,thankyou,okay thank you good bye
24475,thankyou,thank you good bye
12184,inform,gastropub
9873,thankyou,uh thank you good bye
7912,reqalts,how about italian
3526,inform,moderate
22302,thankyou,thank you good bye
2150,inform,looking for a sea food restaurant
9194,inform,um it doesnt matter its for a cheap restaurant
11577,request,can i get the address tv_noise
5967,request,may i get the post code
1047,request,post number
9960,request,noise what is the area
19149,reqalts,is their anything else
22802,inform,romanian food
16016,reqalts,do you have anything else
7418,affirm,yes
19163,request,address phone number and postcode
18865,affirm,yes in the north part of town
4359,thankyou,thank you
19691,reqalts,how about cheap
21548,inform,dont care
21977,request,what is the phone number
4440,inform,mexican food
17937,request,and the phone number
7902,inform,expensive restaurant south part of town
14714,request,what area is it in
23707,thankyou,thank you good bye
17993,inform,anything
17519,request,what is the price range
11135,confirm,okay does it serve indian food
19514,request,whats the address
8669,request,what is the address
815,inform,looking for caribbean food
17465,request,can i have the address
4421,inform,uh that doesnt matter
24007,inform,i dont care
18818,thankyou,thank you good bye
17531,thankyou,thank you good bye
2061,request,uh whats the address and phone number
24618,inform,dont care
3881,inform,i dont care
5435,inform,halal
22309,request,address
9438,request,telephone number
15334,inform,it doesnt matter
4884,inform,thai food
864,request,whats its phone number
3142,reqalts,there any other
10361,request,price range
23447,inform,any
18882,inform,i dont care
24189,thankyou,thank you good bye
3562,request,what is the post code
18123,request,phone
16986,inform,indian food west part of town
24089,inform,vietnamese
14138,inform,what about a restaurant that serves vietnamese
4216,request,can i have the address and post code
18972,thankyou,thank you good bye
1595,thankyou,thank you
15307,thankyou,thank you good bye
20464,inform,unusual
12186,negate,no
3696,thankyou,okay thank you good bye
11129,inform,any address
7365,inform,im looking for a moderately priced restaurant in the south part of town
18878,inform,it does not matter
16093,inform,north part of town
20596,affirm,yes
12344,thankyou,okay thank you good bye
5944,inform,swedish food
2225,reqalts,okay how about indian food
23358,request,uh phone number
21819,inform,cheap restaurant
9371,thankyou,thank you
13175,inform,kosher
24879,inform,centre
21098,reqalts,how about mediterranean
25360,inform,west
13877,inform,in the south part of the town
4745,request,phone number
19523,thankyou,thank you good bye
104,thankyou,thank you good bye
766,negate,no is there anything else
19895,request,what is the phone number
19026,request,type of food do they serve
9123,negate,no
1554,hello,hello
15487,thankyou,thank you good bye
11522,inform,corsica food
21877,inform,indian food
10482,request,whats the address
821,thankyou,awesome thank you good bye
289,inform,thai food
8630,reqalts,how about korean food
3559,inform,international food
8504,inform,indian
24413,inform,african
23679,inform,any
7488,request,what kind of food does it serve
25079,inform,danish food
19664,inform,cheap
6471,inform,moderately priced restaurant that serves creative food
17423,inform,seafood
8271,affirm,correct
2402,request,phone number
24941,reqalts,okay how about modern european food
5673,reqalts,how about the south part of town
11529,inform,i dont care
15704,affirm,correct
15405,inform,im looking for an expensive restaurant with venetian food
23118,inform,dont care
5593,inform,south part of town
16660,reqalts,anything else
3040,request,what is the address
14783,hello,hello im looking for a cheap
6818,reqalts,what about european food
19351,negate,no
13039,inform,british type
19168,reqalts,how about asian oriental type of food
13404,affirm,yes
13157,inform,any part of town
3482,inform,i want a gastropub restaurant
17897,inform,swedish
9909,request,could i get the phone number and price range
18473,inform,im looking for a restaurant that serves singaporean food
13008,request,can i have the address phone number and the type of food
16154,inform,north
20515,inform,east
21734,thankyou,thank you good bye
16156,inform,west
13672,request,address
1432,bye,good bye
4825,request,phone number
3892,reqalts,is there anything else
3842,inform,im looking for african food
11782,inform,it doesnt matter
3046,affirm,yes
33,request,phone number
14057,request,address
17692,inform,expensive
4997,inform,north
24249,inform,im looking for a restaurant in the south part of town
22418,affirm,yes im looking for a restaurant in the north part of town
1495,inform,im looking for a moderately priced restaurant in the north part of town
24970,inform,i dont care thank you good bye
6360,request,can i get the address
9364,inform,moderately priced
4392,thankyou,thank you good bye
15830,inform,north
