,dialog_act,utterance_content
23860,thankyou,thank you good bye
23861,inform,im looking for a moderately priced restaurant that serves
23862,inform,french
23863,inform,change that to any price range
23864,inform,change that to any price range
23865,inform,uh any
23866,inform,it does not matter
23867,inform,i do not care
23868,inform,it does not matter
23869,request,whats the address
23870,request,whats the phone number
23871,thankyou,thank you good bye
23872,inform,im looking for african food
23873,request,what is the address
23874,inform,im looking for african food
23875,request,what is the address
23876,request,and the post code
23877,thankyou,thank you good bye
23878,inform,im looking for a restaurant in the north part of town thats
23879,inform,chinese
23880,affirm,yes
23881,inform,anything
23882,inform,any price range
23883,request,phone number
23884,request,what is the phone number
23885,thankyou,thank you good bye
23886,inform,im looking for a moderately priced restaurant that serves
23887,inform,lebanese
23888,affirm,yes
23889,request,what is the address
23890,request,and the phone number
23891,thankyou,thank you good bye
23892,inform,im looking for an expensive restaurant that serves korean
23893,inform,korean
23894,request,address
23895,request,and the post code
23896,thankyou,thank you good bye
23897,inform,moderately priced catalan food
23898,reqalts,how about spanish
23899,inform,spanish
23900,request,address
23901,request,phone number
23902,request,post code
23903,thankyou,thank you good bye
23904,inform,malaysian food malaysian
23905,inform,asian oriental
23906,affirm,yes
23907,inform,doesnt matter
23908,inform,doesnt matter
23909,inform,doesnt matter
23910,affirm,yes
23911,inform,does not matter
23912,inform,dont care
23913,request,phone number
23914,request,phone number
23915,request,address
23916,thankyou,thank you goodbye
23917,null,cough
23918,inform,south
23919,affirm,yes
23920,affirm,yes
23921,inform,south
23922,inform,south
23923,inform,south
23924,affirm,yes
23925,inform,moderate
23926,request,address
23927,reqalts,anything else
23928,request,post code
23929,thankyou,thank you good bye
23930,hello,hello
23931,inform,dont care east part of town
23932,inform,east
23933,inform,moderate
23934,request,phone number
23935,request,phone number
23936,request,post code
23937,thankyou,thank you good bye
23938,null,noise
23939,inform,dont care
23940,inform,east part of town
23941,inform,expensive
23942,request,address
23943,thankyou,thank you good bye
23944,inform,uh east
23945,inform,uh cheap restaurant
23946,inform,any type
23947,affirm,yea in the east part of town
23948,request,whats the phone number
23949,request,do you have the post code
23950,thankyou,uh thank you good bye
23951,inform,moderately priced restaurant
23952,inform,uh south part of town
23953,affirm,yes
23954,inform,south
23955,inform,south part of town
23956,inform,south
23957,request,where is it
23958,request,what part of town
23959,reqalts,is there anything else
23960,inform,its in the south
23961,request,oh where is it
23962,request,what part of town
23963,request,what part of town
23964,inform,the south part of town
23965,inform,the south part of town
23966,reqalts,is there anything else
23967,reqalts,is there anything else
23968,request,whats the address
23969,bye,alright thank you good bye
23970,null,noise
23971,inform,french food
23972,inform,doesnt matter
23973,request,whats the price range
23974,inform,i dont care
23975,inform,doesnt matter
23976,inform,doesnt matter i dont care
23977,null,what is one of them
23978,inform,doesnt matter
23979,affirm,yes
23980,reqalts,is there anything else
23981,request,alright whats the address
23982,request,whats their post code
23983,bye,alright thank you good bye
23984,inform,i want to find a expensive restaurant that serves mediterranean
23985,inform,mediterranean
23986,inform,i dont care
23987,request,what is the phone number and post code
23988,request,and the post code of the venue
23989,thankyou,thank you good bye
23990,inform,i want a restaurant in the north par
23991,deny,i dont want that
23992,inform,i am looking for a restaurant in the north part of town it shou
23993,inform,mediterranean food
23994,inform,any area
23995,inform,mediterranean restaurant in any part of town
23996,inform,mediterranean restaurant in any area
23997,inform,i dont care
23998,request,what is the address phone number and post code
23999,request,what is the post co
24000,thankyou,thank you goodbye
24001,inform,im looking for a cheap restaurant in the north part of town
24002,inform,swedish food
24003,reqalts,what about indian food
24004,reqalts,what about indian food
24005,inform,indian food
24006,affirm,yes
24007,inform,i dont care
24008,request,whats the address phone number and price range
24009,request,price range
24010,thankyou,thank you good bye
24011,inform,im looking for a restaurant in any area that serves
24012,inform,mediterranean food
24013,inform,serving mediterranean food
24014,affirm,yes
24015,inform,i dont care
24016,request,phone number
24017,request,phone number
24018,null,unintelligible
24019,thankyou,thank you good bye
24020,inform,i want to find a moderately priced restaurant
24021,inform,austrian food
24022,inform,british food
24023,inform,british food
24024,inform,i dont care
24025,request,whats the phone number
24026,thankyou,thank you good bye
24027,inform,im looking for a cheap restaurant that serves turkish
24028,inform,turkish food
24029,reqalts,what about italian food
24030,inform,italian food
24031,inform,italian food
24032,inform,i dont care
24033,request,what is their address and phone number
24034,thankyou,thank you good bye
24035,inform,im looking for a moderately priced restaurant that serves
24036,inform,moroccan food
24037,reqalts,what about turkish food
24038,inform,turkish food
24039,inform,turkish food
24040,inform,i dont care
24041,request,whats the address
24042,thankyou,thank you good bye
24043,inform,i am looking for a moderately priced restaurant that
24044,inform,gastropub food
24045,negate,no
24046,inform,gastropub
24047,inform,i dont care
24048,request,what type of food do they serve
24049,negate,no
24050,inform,gastropub
24051,inform,gastropub food
24052,request,what type of food do they serve
24053,inform,i want gastropub
24054,inform,i dont care
24055,inform,gastropub food
24056,request,what type of food
24057,inform,i dont care
24058,inform,im looking for a restaurant in the moderate price range
24059,inform,gastropub food
24060,request,type of food
24061,inform,gastropub food
24062,request,what type of food
24063,inform,gastropub
24064,request,type of food do they serve
24065,inform,i want gastropub food
24066,request,ah thank you phone number
24067,request,whats their phone number
24068,request,their price range
24069,request,and what type of food do they serve
24070,thankyou,okay thank you good bye
24071,inform,moderately priced restaurant
24072,inform,serves turkish food
24073,inform,any
24074,inform,any anything else
24075,reqalts,anything else
24076,request,address and phone number
24077,thankyou,thank you good bye
24078,inform,cheap restaurant in the east part of town
24079,request,address and phone number
24080,thankyou,thank you good bye
24081,inform,expensive restaurant that serves lebanese food
24082,affirm,yes
24083,request,address phone number and area
24084,request,area of the venue
24085,thankyou,thank you good bye
24086,inform,im looking for an expensive restaurant and it should serve vietnamese food
24087,negate,no
24088,negate,no
24089,inform,vietnamese
24090,inform,im looking for a
24091,thankyou,thank you
24092,bye,good bye
24093,inform,im looking for a moderately priced restaurant that serves european food
24094,inform,i dont care
24095,request,what is the address
24096,request,and the telephone number
24097,thankyou,thank you good bye
24098,inform,um i want to find a restaurant that serves fusion food
24099,reqalts,is there a restaurant that serves vietnamese food
24100,confirm,is there a venue that serve vietnamese food
24101,reqalts,is there a restaurant serving vietnamese food
24102,inform,i want to find a restaurant that serves vietnamese
24103,request,can i get the address
24104,thankyou,okay thank you good bye
24105,inform,i want to find an expensive restaurant in the south part of town
24106,inform,i dont care
24107,reqalts,is their anything else
24108,request,what is the address
24109,request,and what is the phone number
24110,request,and what type of food do they serve
24111,thankyou,okay thank you good bye
24112,null,noise
24113,inform,im looking for an expensive restaurant in the south part of tow
